Name Something That Can Be Spoiled.,Milk,Food,Kids,A Surprise
"At The Theater,What Do You Do If The Movie Stinks Within The First 10 Minutes?",Leave,Fall Asleep,Watch It Anyway,Ask For Money back
"If You Were Pretending To Be Pregnant, Name Something You Might Stuff Under Your Shirt.",Pillow,A Big Ball,Towels,Balloon
Name Something That’s Made With Bananas.,Banana Split,Banana Pudding,Banana Cream Pie,Banana Bread
Name Something Valuable That A Baseball Fan Might Collect,baseball Cards,baseballs,Autographs,baseball Gloves
"Name Something That Used To Take Up Shelf Space In Your House, But Can Now Be Stored Electronically.",Music,Photos,Movies,Books
What Might Your Teenager Do While Borrowing Your Car That Would Break Your Trust?,Accident,Speeding Ticket,Illegal Activity,Break Curfew
Name Something That Would Be Harder To Do If You Lived In Los Angeles.,Drive,Ski,Sleep,Breathe
"We Asked 100 Men: Name Something You Do On A First Date, That You Wouldn’t Do A Year Into A The Relationship.",Open Door,Pay Bills,Be Affectionate,Bring Flowers
What Might Parents Be Caught Doing That Causes Their Kid To Bust Them For Doing Santa’s Job?,Set Gifts Under Tree,Wrapping Gifts,eating Cookies,Buying/Hiding Gifts
Name A Gift You’d Be Likely To Get As A House Warming Present From Your New Neighbors.,Plant/Flowers,Dessert,Wine,Candle
Name Something You Need To Have Along For An Effective Grocery Store Trip.,Shopping Trip,Money,Coupons,Cart
Tell me a boy’s name that starts with “Ch”.,Charles/Chuck,Chris,Chad,Chandler
What Might An Obsessed Lover Do That Causes His Partner To Break Up With Him?,Stalk,Call Too Much,Clingy,Check Cell Phone
Name A Food With Cheese That’s A Childhood Favorite.,Pizza,Grilled Cheese,Macaroni,Cheeseburger
Name Something You Associate With Old McDonald. (Be More Specific Than Animals),Farm,Pig,Cow,Chick
Name An Occupation That People Consider Caring.,Nurse,Doctor,Teacher,Childcare Provider
"Besides Syrup, Name Something Kids Love To Put On Their Pancakes.",Butter,Jelly,Berries,Cinnamon
"If You Boil You Veggies Too Long, Name Something They Lose.",Vitamins,Flavor,Firmness,Color
Name Something You’re More Likely To See In Australian Than Elsewhare.,Kangaroo,Koala,Dingo,Desert
"Name A Sport That Should Be Part Of The Olympics, But Isn’t.",American Football,Golf,Bowling,Dodgeball
Name Something Kids Might Try To Get Away With At A Sleepover,Staying Up Late,Sneaking Out,Eating Junk Food,Drinking
What Do People Miss Most About College Once They Get A Job?,Partying,Friends,Freedom,Financial Help
Name A Romantic Gift For A Woman That Her 2-Year-Old Might Be Jealous Of.,Candy,Stuffed Animal,Jewelry,Flowers
Name An Event In Your Life Where You’d Be Unhappy If No One Showed.,Wedding,Birthday,Graduation,Funeral
Name A Type of Greeting Card That You See A Lot Of In The Spring.,Easter,Mothers Day,Wedding,Graduation
Tell Me A Reason People Get Married,In Love,Pregnant,Stability,Green Card
Name Something A Man With Very Little Hair Does To Make It Look Like He Has More,Comb Hair Over,Wear Hairpiece,Dye Different Colors,Grow It Long
Something About A Person That Cosmetic Surgery Can’t Fix.,Personality,Hight/Stature,Eye Color,Hair
Name A Reason Why You Might Offer Your Bus Seat To Someone Else.,Elderly,Pregnant,Disability,Hands Full
Name A Reason Why A Restaurant Might Refuse Service To Someone,Not Dressed Properly,Drunk,Belligerent Attitude,Has No Money
Name Something You’re Told To Turn Off Before An Airplane Takes Flight,Cell Phone,Computer,Lights,Headphones
Name Something You Do After Getting A Bad Haircut,Cry,Wear A Hat,Complain,Hide
Name Something A Woman Might Wear To Appear More Professional.,Business Suit,Dress/Skirt,Glasses,High Heels
Name Something That Is Smaller In Europe Than In The US.,Cars,Waistlines,Countries,House Size
Name Something A Child Says When They Do Something Wrong,I’m Sorry,Whoops,Uh Oh,I Didn’t Do It
Name Something You’re Not Supposed To Do While Filling Your Gas Tank.,Smoke,Talk On Cell Phone,Walk Away,Leave The Car On
Name Something That Lives In A Cave,Bear,Bat,Caveman,Lion
Name A City Where You Would Expect To Pay A Lot For A Hotel.,New York City,Las Vegas,Paris,Los Angeles
Name Something Scientists Wear In The Lab,Lab Coat,Lab Goggles,Gloves,Mask
"If Santa Had A Twitter Account, Who Might Be An Avid Follower Of It?",Kids,Elves,Reindeer,Mrs Claus
Name An Occupation In Which You Might Adopt A Fake Name,Detective,Actor,Dancer,Musician
Name Something You’d Worry About If You Were To Host A Dinner Party For Your In-Laws,Taste Of Food,Clean House,Conversation,Outfit
What Would A Car Thief Hate To Find In The Backseat Of The Car He’d Just Stolen?,Child,Dog,Police Officer,Owner
Name A Food That’s Often Served With Wine,Cheese,Meat,Bread,Pasta
Name the worst thing for a circus performer to be afraid of.,Heights/falling,Animals,Clowns,Performing
Name Something That Can Make A Person Suddenly Think Of Their Partner.,Song,Smell,Movie,Picture
Name A Type Of Shoe That Would Be Hard For A Tightrope Walker To Perform In.,High Heels,Boots,Sandals,Platform Shoes
Name Something You’d Hate For Your Car To Bump Into In A Parking Lot.,Another Car,Pedestrian,Shopping cart,Pole/Sign
Name A Place You Might See A Balcony,House,Hotel,Theater,Restaurant
Name A Singer Who Became Famous As A Child,Michael Jackson,Brittney Spears,Donny Osmond,Shirley Temple
Name Something A Co-Worker Might Blame On Not Having Had Their Morning Coffee.,Grumpy,Tired,Being Late,Slow
Name Something Annoying That Some Dogs Do When Greeting You.,Lick You,Bark,Jump On You,Sniff You
"Instead Of Walking, Name A Way To Get Around In Snowy Weather",Ski,Sled,Car,Snowmobile
Which Sesame Street Character Must Get Uncomfortable In Their Costume?,Big Bird,Oscar The Grouch,Cookie Monster,Snuffy
Name Something That You Dread Doing After A Break-Up,Dating Again,Seeing Your Ex,Crying/Loneliness,Sorting Belongings
Name Something Kids Would Play With Outside In Summer.,Ball,Pool,Bike,Sprinkler/Hose
Name Something You Hope Your Dentist Has Done Before He Starts His Exam.,Wash Hands,Put Gloves On,Gone To School,Sterilized Equipment
Name Something On You That Might Be Tied In A Knot.,Shoe Laces,Hair,Tounge,Stomach
Name Something That’s Conducted,Performances,Train,Electricity,Survey
Name something that the human body has more than 2 of.,Digits,Bones,Hairs,Teeth
Tell me something that you hope is easier to do the second time around.,Marriage,Having a baby,Cooking/Recipe,Test
Name A Synonym For Marriage That Doesn’t Make It Sound Fun.,Ball And Chain,Tie The Knot,Hitched,Tied Down
Name Something You Might Replace If You Are Remodeling Your Bathroom,Toilet,Sink,Bathtub,Tiles/Floor
Name Something People Donate To Charity During The Holidays,Food,Money,Clothing,Toys
What Are 2 Brothers Most Likely To Fight Over?,Girls,Toys,Clothes,TV
Name Something People Do To Lower Their Temperature When They Have A Fever,Cold Bath,Medicine,Cold Washcloth,Use Ice
Name Something The Average Person Might Have To Do If They Wanted To Be A Sumo Wrestler.,Gain A Lot Of Weight,Train,Work Out,Visit Japan
"If Your Purse Was Stolen, Tell Me The One Thing In It That Would Be Hardest To Replace.",Pictures,Drivers License,Credit Cards,Wallet
Name A Reason Why A Kid Might Not Wear His Ordinary Clothes To School.,They’re Dirty,Picture Day,It’s Halloween,Wear’s A Uniform
Name A Food Or Drink That Makes A Sound The First Time Its Container Is Opened.,Soda,Beer,Chips,Wine
Name Something You Do To Let A Friend Know She Has Food On Her Face.,Tell Her,Point At It,Giggle/Tease Her,Wipe Your Own face
"In A Conversation With The World’s Most Boring Person, Name A Subject That Would Surely Come Up.",Politics,Weather,Books,Work
Name A Thanksgiving Food That Often Comes From A Box Or Can.,Stuffing,Cranberry Sauce,Corn,Yams
Tell Me The Age Of A Woman That Is Too Young To Be Dating A 50 Year Old Man,20,18,25,30
Name Something Found In The Garden Of Eden,Apple,Snake,Tree,Adam & Eve
Name Something In Your House That You Might Hear In The Middle Of the Night And Mistake For A Burglar.,Pet,Refrigerator,Creaky Door/Window,Another Person
Name Something Most People Start To Get By The Age Of 35,Gray Hair,Wrinkles,Fat,Bald
"Real Or Fictional, Name A Famous Outlaw",Jesse James,Billy The Kid,Jesse Wales,Bonnie/Clyde
Name Someone Specific In Your Life Who Has Tried To Set You Up On A Blind Date.,Best Friend,Sister,Mother,Brother
Name A Restaurant Job That A Stay-At-Home Parent Does For Free All The Time,Cook,Dishwasher,Server,Busser
Name Something That A Very Tall Person Might Hit Their Head On In An Unfamiliar House.,Doorway,Ceiling,Light Fixture,Ceiling Fan
Name A Fact About A New Boyfriend That A Woman Might Wait To Tell Her Parents.,His Age,His Job,Old Relationships,Criminal Record
Name Something A Man Might Do All Day Long If His Wife Let Him,Watch Sports,Watch TV,Sleep,Eat
Name A Mood-Setter In Your Home That You Pay More Attention To If You Are Trying To Impress A Date.,Music,Candles,Lighting,Food
Name A Place Where A Man Might Be A “Regular Customer.”,Bar,Restaurant/Coffee Shop,Barber Shop,Gentleman’s Club
Name Someone Who You’d Hate To Accidentally Forward A Personal Email To,Boss,Parent,Ex,Grandparent
Name A Part Of You That Looks Different When You’re Sick,Skin,Eyes,Nose,Hair
Name An Article Of Clothing That Is Usually Only Worn By Men,Boxers,Jock Strap,Tie,Jacket
Name A Street That You’ll Find In Almost Every City In America,Main,Elm,Martin L King,Maple
Tell Me Someplace People Might Go Right After Work On Friday,Bar,Home,Restaurant,Movie
Name Something You’d Be Surprised To Find That A Frat Party Had None Of,Beer,Food,Girls,Music
What Would The Chatterbox Next To You Keep You From Doing On An Airplane?,Sleeping,Reading,Getting A Word In,NMusic/Movie
Name Some Things That Annoy You In Public Places Such As Restaurants,Smoking,Cell Phone,Kids,Noise
Name Something You’d Have To Get Used To If You Were A Zoo Animal,Being In A Cage,Feeding Time,People Looking At You,Noisy Children
Name Something That A Person Might Consume Every Morning In Order To Stay Healthy.,Vitamins,Milk,Fruit,Orange Juice
"If You’re Going To Do Your Own Taxes, Name Something You Probably Need",Computer/Calculator,Forms,Records,Pencil
Name Something Gentlemen Used To Do For Ladies That They No Longer Bother With.,Open Doors,Bring Flowers,Pay Bills/Dinner,Pulling Out Chair
What Are Some Reasons That A Racecar Driver Might Lose A Race?,Crash,Flat Tire,Drives Slow,Ran Out Of Gas
Name A Famous Roger,Roger Rabbit,Roger Moore,Roger Ebert,Roger Clemens
Name Something You Do Right Before Your Picture Is Taken,Smile,Pose,Brush Hair,Say Cheese
Name Something You Can Buy In A Cordless Version,Telephone,Shaver,Drill,Screwdriver
Name A Reason You Would Go To Grandma’s House For Dinner Instead Of A Restaurant.,Home Cooking,Holiday,Free,See Family
Name Something The Stars Eat That You Probably Would Not Find In Middle America.,Sushi,Caviar,Escargot,Tofu
"Although Some Consider It Paradise, Name A Downside To Living In Hawaii",Volcanoes,Rain,High Cost Of Living,Too Many Tourists
Name A Reason A Mailman Might Have A Bad Day On His Route,Attacked By A Dog,Bad Weather,Traffic,Too Much Mail
Tell Me Something That Makes Some Bugs More Annoying Than Others,Bite/Sting,Buzzing,Ability To Fly,Traveling In Swarms
Name A Reason That A Child Might Get Taken Out For Ice Cream (More Specific Than “Good”).,Good Grades,Birthday,Good Behavior,Upset
Name Something Children Might Get Rewarded For,Good Grades,Chores,Good Behavior,Using The Toilet
Tell Me A Special Day That You Wish Lasted Longer Than 24 Hours,Christmas,Wedding,Birthday,Valentines Day
"When Scuba Diving, Name Something You Have To Wear To Make Yourself More Like A Fish.",Flippers,Goggles,Oxygen Tank,Wetsuit
Name A High School Subject Kids Might Take To Get An Easy “A.”,Gym/Health,Home Economics,Art,Wood Shop
"Other Than Sitting And Watching, Name Something People Do In Front Of The TV.",Eat,Sleep,Dance,Yell
"If You Saw Your Love Interest Unexpectedly, Name A Specific Reason You’d Avoid Them.",Your Shy,Your Cheating,You Look Bad,Your Sick
How Many Times Does The Average Person Let A Phone Ring Before Answering It? (Numeric Only),2,3,5,6
We Asked 100 Wives: What Percent Of The Housework Does Your Husband Do?,10,0,25,50
Name A Cartoon Movie That Features Animals As The Main Characters.,Lion King,Finding Nemo,Bambi,101 Dalmations
Name A Letter Of The Alphabet That Is Also A Vitamin?,C,E,B,A
Name A Famous Aaron? (Erin?),Hank Aaron,Aaron Spelling,Erin Brokovich,Aaron Burr
What Information About A Woman Might A Man Keep In His Little Black Book?,Phone Number,Name,What Dhe Looks Like,Address
Tell Me Something About A Couple That Would Lead You To Believe They Spend Too Much Time Together.,Dress Alike,Argue,Finish Sentences,Affectionate
"Name Something A Friend Should Never Ask About, No Matter How Well They Know You",Romantic Life,Weight,Financial Situation,Age
Name A Place Where You Hate To Get Stuck,Traffic,Elevator,Work,Airport
How Might A Snowman Lose Some Of Its Accessories?,Melt,Wind,Stolen,Animals Eat Them
"If You Run Into A Bear In The Woods, Name Something You Should Not Do.",Feed It,Fight It,Pet It,Approach It
"What Do You Do When Someone Says Hi, But You’re Sure You’ve Never Met Them?",Say Hi Back,Just Smile,Ignore Them,Ask Who They Are
Why Might A Person Only Be Allowed A Limited Number Of Phone Calls?,In Jail,Too Expensive,Grounded,At Work
Name A Book That Students Keep On Hand For Reference.,Dictionary,Encyclopedia,Thesaurus,Atlas
Name A Reason You Might Suspect That Your Roommate Is Turning Into A Vampire.,Grows Fangs,Likes Blood,Sleep Schedule,Avoids Sun
Name The Softest Thing In A Baby’s Room.,Blanket,Stuffed Animal,Pillow,Baby’s Skin
In Which Profession Would It Be Easiest To Get Away With Wearing Sweat Pants?,Gym Teacher/Coach,Personal Trainer,Janitor,Babysitter
"With Regard To Dating, Name Something Moms Warn Their Sons To Avoid",Becoming Intimate,Greedy Girl,Becoming A Father,Bad Girls
Name A Food New York Is Famous For.,Hot Dogs,Pizza,Cheesecake,Bagels
"Past Or Present, Name A U.S. President Who You Wouldn’t Mind Having A Beer With.",Bill Clinton,George W Bush,John F Kennedy,Barack Oboma
"Name Someone, Past Or Present, Who Is Known For Hosting A Children’s Television Program",Mr Rogers,Bill Cosby,Captain Kangaroo,Barney
Tell Me Which Of The 7 Dwarfs Would Have The Hardest Time Finding A Date.,Grumpy,Sleepy,Dopey,Bashful
Name Something A Dog Owner Might Pay Someone To Do To Their Dog?,Groom It,Walk It,Feed It,Bathe It
Name A Place Where Hot Dogs Are Often Served.,Sporting Event,Carnival,Street Corner,Beach
Name Something You Try To Prevent From Getting Flat.,Tire,Hair,Soda,Beer
Name Something In Your Garage That Might Be Mistaken For A Snake In The Dark.,Garden Hose,Rope,Electrical Cord,Bike Chain
Name A Reason Why You Might Use Candles.,Electricity Went Out,Romance,Lightbulb Burned Out,Birthday Cake
Name Something You Might Wash Everyday,Hands,Hair,Face,Body
Name Something People Catch.,Illness,Fish,Balls,Bouquet
Name Something A Person Might Be Told To “Hang Up.”,Phone,Jacket/Clothes,Bad Job,Boxing Gloves
"With Eyes Closed, Name Something About A Man’s Mouth That A Woman Kissing Him Could Use To Identify Him.",Facial Hair,Size Of Lips,Smell,Braces/Teeth
Name Something A Man Does To Groom Himself,Shave,Comb Hair,Shower,Brush teeth
"If A Health-Nut Ordered A Sandwich, What Ingredient Might They Leave Off?",Mayo,Cheese,Meat,Butter
Name Something People Do To Their Food That Makes It Unhealthy,Add Salt,Fry It,Put Sugar On Top,Butter It
Name Something Some People Jump Out Of,Airplane,Bed,Boat,Cake
Name Something Everybody Knows About Turkeys.,Gobble,Thanksgiving,Tast Good,Can’t Fly
Name Something You Lie To Your Boss About.,Sick/Absence,Lateness,Resume/Expeirience,Can’t Work Overtime
"Name A Coffee Drink People Order While They’re Out, But Can’t Make At Home",Late,Esspresso,Mocha,Cappuccino
Name Something That People Today Probably Wash More Than They Need To.,Hair,Clothes/Pants,Hands,Car
Name A Type Of Reservation That Often Gets Lost,Hotel,Dinner,Plane,Car Rental
Name A Game Teenagers Play At Parties,Spin The Bottle,Twister,Quarters,Cards
Name A Complaint People Might Have About Their Teeth,Not White Enough,Hurt,Crooked,Cavity
Name Something In Their Home That An Extremely Organized Person Might Alphabetize.,Books,Movies,Food,CDS
"If Santa Claus Had To Enter The Witness Protection Program, Name Something He Might Do To Disguise His Appearance.",Shave,Lose Weight,Dye His Hair,Change Clothes
Name Someone Specific In A Bank Robber’s Life That he Doesn’t Want To Find Out About His Illegal Activity,Parents,Spouse,Parole Officer,Children
Name Something On A Kids’ Playground That Adults Could Use As Exercise Equipment.,Monkey Bars,Swing,See Saw,Chinup Bar
What Event Might Someone Attend Without Their Spouse That Would Make You Think They Broke Up?,Wedding,Party,Reunion,Christmas
Name Something That Every Family Does Immediately When They Win Family Feud,Scream,Jump,Hug,Clap
Tell Me A Place In The Newspaper Where You Wouldn’t Want To See Your Name.,Obituaries,Front Page,Crime Log/Courts,Classified
Name Something Women Talk About During A “Girls’ Night Out.”,Dating/Relationships,Kids,Work,Clothes
Name Something That Causes A Person To Laugh.,Jokes,Being Tickled,TV Show/Movie,Clown
Name A Breed Of Dog That Would Never Scare Away A Burglar.,Chihauhua,Poodle,Dashound,Cocker Spanial
Name A Responsibility That Most Married Couples Share,Finances,House Chores,Childcare,Cooking
"If You Could Have Just One Chore That Someone Else Would Always Do For You, What Would It Be? (More Specific Than “Clean.”)",Wash Dishes,Laundry,Clean Toilet,Cooking
Name A Halloween Costume That Is A Complete Misrepresentation Of The Occupation It Portrays.,Nurse,Doctor,Housekeeper,Cop
Name Something People Wore More Of In The 1800s Than They Do Today,Hats/Bonnets,Dresses/Hoop Skirts,Wigs,Corsets
Name The Best Kind Of Music To Dance To With Someone You Want To Be Close To,Slow,Waltz,Jazz,Country
What Signs Of Being A “Bad Boy” Might A Woman Be Attracted To?,Tattoos,Motorcycle,Rebelious Outfit,Criminal Record
"Even Though It’s A Beautiful Place To Visit, Name A Reason Why You Might Not Want To Live In Hawaii",Far Away,Rains Too Much,Expensive,Crowded
Name Something That May Include A Meal In The Ticket Price.,Concert,Flight,Movie,Cruise
"If A Groom Was Extremely Nervous About Getting Married, What Might He Do At The Alter?",Faint,Sweat,Run,Cry
Name Something You Do When Your Computer Freezes Up.,Re Boot,Walk Away,Yell,Curse
"Past Or Present, Name A Famous Magician",Harry Houdini,David Copperfield,Merlin,David Blane
Which Endearment Would Many Women Be Annoyed To Hear A Stranger Call Them By?,Honey,Baby,Sweetie,Dear
"If Dog Owners Demanded Fido Get A Job, What Job Might He Be Good At?",Guarding/Security,Digging Holes,Track People/Police,Deliver Papers
Name A Piece Of Information That You Write Down When You’re On Your Way To Meet Your Blind Date.,Address/Location,Dates Name,Phone Number,Description Of Date
Name Something From School That A Kid Might Try To Hide From Their Parents.,Report Card/Grades,Note From Teacher,Homework,Detention/Discipline
Name Something You Never Leave Unlocked. (More Specific Than “Door”.),Car,Safe,House,Diary
Name A Topic That People Might Whisper About.,Their Love Lives,Infidelity,Rumor,Divorce
Name A Person Or Character Who Is Referred To As “Lady.”,Lady Gaga,Royalty/Princess Diana,First Lady,Dog/Lady And The Tramp
Name Something People Go To A Professional To Have Cleaned.,Teeth,Clothes,Carpet,Drapes
"Name Something A Game Show Host Has To Do, Even On A Day When He Doesn’t Feel Like It.",Put On A Happy Face,Make Conversation,Go To Work,Dress Up
Tell Me Something That Americans Want To Do While Visiting France.,Eat French Cuisine,Shop,See Eiffel Tower,Drink Wine
Name Something A Driver Might Do That Would Cause You To Write Down His Car’s License Number.,Hit And Run,Cut In Front,Drunk Driving,Drive Recklessly
"What Might A Chef Do While Cooking, That Would Ruin The Whole Dish?",Burn It,Sneeze,Too Much Salt,Drop It
Name A Game You Need Dice To Play.,Monopoly,Yatzee,Craps,Dungeos & Dragons
Name Something It’s Probably Much Harder To Do In Outer Space Than It Is On Earth.,Breathe,Walk,Go To The Bathroom,Eat
"If You Were Dating A Real Knight In Shining Armor, Name Something You’d Have Difficulty Doing Together.",Kissing/Snuggling,Walking,Dancing,Eating
Name An Actor Who Uses Or Used Their Middle Initial.,Michael J Fox,Samuel L Jackson,George C Scott,Edward G Robinson
Name Something That Can Be Stuffed.,Turkey,Animals,Pillows,Eggs
Name Something People Try To Squeeze Into (More Specific Than “Clothes”).,Jeans,Gown,Car,Elevator
Which Part Of A Newspaper Would A Teenager Likely Read First?,Comics,Sports,Horoscope,Entertainment
Name A Big Event That Happens To TV Characters In Order To Up Ratings.,Death,Wedding,New Baby,Fall In Love
Name A Day Of The Year When Most People Call Home.,Christmas,Mother’s Day,Thanksgiving,Family Birthday
Name Something People Know More About If They Read The Tabloids In The Checkout Line.,Celebs/ScandlesCelebs/Scandals,Aliens,Diets,Fashion
What Would You Have To Learn To Do Before Starring In A John Wayne Movie?,Ride A Horse,Shoot,Act,Fight
Name Something Our Ancient Ancestors Might Have Danced To Celebrate.,Rain,Wedding,Birth,Finding Food
Name The Hardest Position To Play On A Baseball Team,Pitcher,Catcher,Shortstop,First Base
Tell Me Something You Might Find In A Bankrobber’s Suitcase.,Money,Weapon,Mask,Flashlight
Name Something You Would Be Surprised To Find In A Bachelor’s Bathroom,Feminine Products,Make Up,Perfume,Flowers
Name Something That People Normally Don’t Pay Cash For.,Car,Gas,House,Food
Name A Body Part That Often Gets Broken,Arm,Leg,Finger,Foot
"Besides Math, Name The Most Difficult Subject In School",Science,English,History,Foreign Language
Name Something You Do To Prepare For Out-Of-Town Visitors.,Clean,Cook,Buy Food,Freshen Up Room
Tell Me The First Big Item You Buy When Moving To A New House.,Bed,Couch,TV,Fridge
Name Something That Has Pineapple In It.,Upside Down Cake,Pizza,Drink,Fruit Salad
Name Something Bad That Might Happen TO A Magician’s Assistant During A Performance.,Cut In Half,Disappear,Trip,Get Hit By A Knife
Name An Event That Men Are Usually Not Invited To,Baby Showers,Bridal Showers,Bachelorette Party,Girls Sleepover
Name A Dessert That Can Only Be Eaten With A Spoon.Name Something A Man Might Still Do For Woman When They Go Out On A Date,Open Doors,Pay For Dinner,Compliment Her,Give Her Flowers
Name Something People Often Lose,Keys,Money,Minds,Glove
Name A Color Baby Clothes Comes in.,Pink,Blue,Yellow,Green
"Name A Breakfast Item That You Order, But Can Never Finish",Pancakes,Omelet,Coffee,Grits
What Do You Do When Someone Tells A Joke That’s Not Actually Funny?,Smile,Fake Laugh,Ignore It,Groan
"At The End Of The Day, Name Something Indiana Jones Might Put Away In His Closet.",Hat,Whip,Knife,Gun
Name A Part Of A Doll’s Body That Might Be Movable,Head,Arms,Legs,Hand
Name Something That’s More Likely To Happen To You If You’re Hanging Out At A Bar.,Get Drunk,Get In A Fight,Get Hit On,Have A Cigarette
How Can You Tell The Jewelry Your Partner Gives You Is Made Of Fake Gold?,Turns Skin Green,Bite It/Bendable,Scratches Easily,Have It Appraised
"What Might You Want To Bring With You, When Babysitting An Infant Who Cries A Lot?",Pacifier,Ear Plugs,Toys,Headphones
Name The Worst Thing To Criticize Your Mother-In-Law For,Her Cooking,Her Parenting,Her Appearance,Her Housekeeping
Name Something You Do While Birdwatching That You Might Also Do While Hunting,Shoot(Picture),Use Binoculars,Be Quiet,Hide
Name An Activity For Which You Might Use Walkie Talkies.,Camping,Hiking,Hunting,Hide And Seek
"If Einstein Failed A Subject In School, What Might It Have Been?",English/Language,Physical Ed,Art,History
Name A Sport That You Can’t Play Without A Team,Football,Baseball,Soccer,Hockey
Name Another Word For A “Bar” That A Cowboy Might Use,Saloon,Tavern,Watering Hole,Honky Tonk
Tell Me An Excuse That A Tough Guy Might Give If He Were Caught Watching A Soap Opera,By Mistake,For Wife,Asleep,Hot Actress
What Kind Of Food Should Not Be Served At A Wedding?,Pizza,Hamburgers,Sanswiches,Hot Dogs
Name An Occupation You’d Be Tempted To Enter If You Liked To Snoop,Espionage,Police,News Reporter,Housekeeping
Name A Book Where The Main Hero Is A Kid.,Harry Potter,Peter Pan,Tom Sawyer,Huck Finn
Name An Announcement That You’d Hate For Your Boss To Overhear You Making,I’m Quitting,I’m Pregnant,I Got A New Job,I Hate This Job/Boss
Name Something Specific A Rental Car Company Checks When You Return Your Car.,Mileage,Gas,If There Is Damage,If It is Clean
Name Something Embarrassing That You Might Do While Listening To Headphones.,Sing,Speak Loudly,Dance,Ignore Someone
"If You Were Able To See The Future, Name A Way That You’d Be Able To Make A Lot Of Money.",Lottery Numbers,Betting/Horse Races,Investment,Invention
Name Something About Alaska That Non-Residents Might Romanticize,Snow/Cold,Wildlife,Darkness,Isolation/Nature
Name Something A Carjacker Would Hate To Discover About The Car He Stole,Out Of Gas,It’s A Police Car,Fas GPS,It Doesn’t Run
Name Something You Might Find An Olive In.,Martini,Salad,Pizza,Jar
Tell Me A Game Show That’s Been Around Forever.,Price Is Right,Family Fued,Wheel Of Fortune,Jeopardy
We Asked 100 Husbands: Name Something Your Wife Spends More Money On Than You Do.,Clothes,Hair Products,Make Up,Jewelry
Name A Kind Of beam You Wouldn’t Want To Balance On.,Light/Sun Beam,Laser Beam,Roof Beam,Jim Beam
Name An Athlete Who’s Appeared On A Wheaties Box.,Tiger Woods,Michael Jordan,Mary Lou Retton,Joe Montana
"Past Or Present, Name A TV Judge.",Judge Judy,Judge Mathis,Judge Wapner,Judge Joe Brown
Name Something People Are Often Trying To Get Out Of Doing.,Work,Homework,Chores,Jury Duty
Name Something Parents Should Do To Be Sure That Their Kids Have A Safe Halloween.,Go With Them,Check Candy,Bright Costume,Keep Home
Name An Organ In The Body That Many People Should Take Better Care Of,Heart,Liver,Lungs,Kidney
Name Something That People Could Watch For Hours.,TV/Movies,Pets/Animals,Sports,Kids
Name A City Associated With Organized Crime,New York,Chicago,Los Angeles,Las Vegas
Name A Popular Flavor Of Sherbet.,Orange,Lime,Strawberry,Lemon
Name Something You Started Seeing Less Of Since Cell Phones Became Popular,Pay Phones,Home Phones,Pagers,Letters
Tell Me Something You Might Buy For The Prom,Dress/Tux,Corsage,Shoes,Limo
"Name Someone, Real Or Fictional, Whose Name Starts With Little",Little Richard,Little John,Little Red Riding Hood,Little Bo Peep
Name Something A Cat In A Movie Can Do That A Real-Life Cat Can’,Talk,Sing,Dance,Live Nine Lives
Name A Famous Pirate,Jack Sparrow,Captain Hook,Blackbeard,Long John Silver
Name Something People Do More Of When They’re Tired,Sleep,Yawn,Eat,Lose Temper
Name Something You Tell Someone Is Going To Hurt You More Than Them.,Spanking,Breaking Up,Shot,Loss Of Privileges
Tell Me Something A Dog Can’t Stand.,Cats,Getting A Bath,Vacuum Cleaner,Mail Carrier
Name A Skill That Parents Hope Their Children Have By The Time They Buy A Home.,Good With Money,Cooking,Cleaning,Maintainance
Name Something That Dogs Are Always Able To Do That People Can Only Do On A Camping Trip.,Pee Outside,Sleep Anywhere,Catch Food,Make Lots Of Noise
"In Today’s World, Name Something That Helps People Stay “Forever Young.”",Plastic Surgery,Exercise,Vitamins,Makeup
Name A Famous Person Whose Last Name Is Allen,Woody Allen,Tim Allen,Debbie Allen,Marcus Allen
Name A Place Where You Need An Appointment.,Doctor,Dentist,Hair Salon,Mechanic
Name Something You Would Not Want To Buy At A Dollar Store.,Food,Clothes,Birth Control,Medicine
Tell Me A Nickname For A Woman Named “Margaret.”,Marge/Margie,Maggie,Peggy/Peg,Meg
Name A Cartoon Character That Can Fly,Dumbo,Tinkerbell,Peter Pan,Mighty Mouse
Name A Place Where You Might See A Bear.,Woods,Zoo,National Park,Mountains
Name Something You Might See Pictured On A Postcard From Alaska.,Snow,Iceberg,Polor Bear,Mountains
What Must A Town Have To Make It A Popular Winter Destination?,Snow,Skiing,Resorts,Mountains
"If You Were Staying Overnight At A Friend’s And Forgot Your Toothbrush, Name Something You Might Do.",Use My Finger,Buy A New One,Ask For An Extra,Mouthwash
Name Something A Parent Might Scold A Child For Interrupting,Conversation,Date,Work/Meeting,Movie/TV Show
Name A Specific Chore Kids Do In Order To Get An Allowance.,Wash Dishes,Take Out Trash,Clean Room,Mow Lawn
Name A Party Game That You’d Be Surprised To Find At An Adult’s Birthday.,Pin The Tail,Twister,Spin The Bottle,Musical Chairs
We Asked 100 Women To Fill In The Blank: I’d Notice Right Away If _____ Was Missing From My Purse.,Money,Make Up,My Cell Phone,My Keys
"When Meeting A Blind Date, Name An Accessory You Might Wear So They Know It’s You.",Hat,Jewelry,Flower,Nametag
